track_id,artist,title,language,has_audio,has_lyrics
hi_0014,Mohammed Rafi,Baharon Phool Barsao,hindi,True,False
hi_0016,Kishore Kumar,Yeh Shaam Mastani,hindi,True,False
hi_0017,Asha Bhosle,Chura Liya Hai Tumne,hindi,True,False
hi_0018,Lata Mangeshkar,Kabhi Kabhi Mere Dil Mein,hindi,True,False
hi_0019,Kishore Kumar,Ek Ladki Ko Dekha,hindi,True,False
hi_0021,Arijit Singh,Tum Hi Ho,hindi,True,False
hi_0022,Shreya Ghoshal,Teri Meri,hindi,True,False
hi_0025,Arijit Singh,Ae Dil Hai Mushkil,hindi,True,False
hi_0030,Sunidhi Chauhan,Sheila Ki Jawani,hindi,True,False
hi_0032,Armaan Malik,Sab Tera,hindi,True,False
hi_0033,Neha Kakkar,Dilbar,hindi,True,False
hi_0045,Guru Randhawa,Lahore,hindi,True,False
hi_0046,Neha Kakkar,Manali Trance,hindi,True,False
hi_0051,Neha Kakkar,Kala Chashma,hindi,True,False
hi_0055,Guru Randhawa,Suit Suit,hindi,True,False
hi_0056,Neha Kakkar,O Saki Saki,hindi,True,False
hi_0058,Yo Yo Honey Singh,Angrezi Beat,hindi,True,False
hi_0064,A.R. Rahman,Agar Tum Saath Ho,hindi,True,False
hi_0068,Amit Trivedi,Udta Punjab,hindi,True,False
hi_0070,Pritam,Ae Watan,hindi,True,False
hi_0071,Vishal Bhardwaj,Bismil,hindi,True,False
hi_0072,Amit Trivedi,Manmarziyan,hindi,True,False
hi_0077,A.R. Rahman,Vande Mataram,hindi,True,False
hi_0082,KK,Pal,hindi,True,False
hi_0083,Mohit Chauhan,Dooba Dooba,hindi,True,False
hi_0084,Euphoria,Dhoom Pichak Dhoom,hindi,True,False
hi_0089,Jal,Woh Lamhe,hindi,True,False
hi_0091,Mohit Chauhan,Maeri,hindi,True,False
